5.000000000000000000e+00,7.166250793701165821e+05
1.000000000000000000e+00,1.760168849692933145e+05
1.000000000000000000e+00,1.787524150863989489e+05
1.000000000000000000e+00,1.625435556586675812e+05
1.000000000000000000e+00,9.340415862643084256e+04
4.000000000000000000e+00,6.682003547405244317e+05
3.000000000000000000e+00,4.544092395137164858e+05
3.000000000000000000e+00,4.661882760475099785e+05
1.000000000000000000e+00,1.050511308788420865e+05
3.000000000000000000e+00,4.496566965759081650e+05
3.000000000000000000e+00,4.624006226287093596e+05
1.000000000000000000e+00,1.457730433659794799e+05
3.000000000000000000e+00,4.761648557806035969e+05
5.000000000000000000e+00,7.890103544398961822e+05
2.000000000000000000e+00,2.596942870779770310e+05
2.000000000000000000e+00,3.255036174637157237e+05
1.000000000000000000e+00,1.618301985439448908e+05
4.000000000000000000e+00,5.998591201597931795e+05
1.000000000000000000e+00,1.028756404941715300e+05
4.000000000000000000e+00,6.443954632559565362e+05
2.000000000000000000e+00,3.119032284381338395e+05
1.000000000000000000e+00,9.650246813503428712e+04
5.000000000000000000e+00,7.427059661877895705e+05
3.000000000000000000e+00,4.598167015909759793e+05
4.000000000000000000e+00,6.151972590501760133e+05
3.000000000000000000e+00,4.461718561715587857e+05
3.000000000000000000e+00,4.602477241784614744e+05
1.000000000000000000e+00,2.135665863668997481e+05
3.000000000000000000e+00,4.963961026641452918e+05
5.000000000000000000e+00,7.215144286446342012e+05
3.000000000000000000e+00,4.320930800531174173e+05
1.000000000000000000e+00,1.466638800056919281e+05
5.000000000000000000e+00,6.975279169748516288e+05
2.000000000000000000e+00,2.597578950616150687e+05
3.000000000000000000e+00,4.013491613716955180e+05
1.000000000000000000e+00,1.155684008152500028e+05
2.000000000000000000e+00,3.416880848443977302e+05
2.000000000000000000e+00,2.743427844336056733e+05
4.000000000000000000e+00,5.691881472319320310e+05
5.000000000000000000e+00,7.764851298152817180e+05
3.000000000000000000e+00,4.365208684171265340e+05
1.000000000000000000e+00,1.625591840751780546e+05
4.000000000000000000e+00,5.781546225190999685e+05
5.000000000000000000e+00,6.959433609298032243e+05
4.000000000000000000e+00,6.140315123249435565e+05
5.000000000000000000e+00,7.034569816772803897e+05
5.000000000000000000e+00,7.346852034126721555e+05
3.000000000000000000e+00,4.280114659486883320e+05
5.000000000000000000e+00,7.558603941764092306e+05
4.000000000000000000e+00,5.833216530667614425e+05
5.000000000000000000e+00,7.461679551460833754e+05
3.000000000000000000e+00,4.031832878268819186e+05
3.000000000000000000e+00,5.100104426731831045e+05
4.000000000000000000e+00,5.639960478680951055e+05
2.000000000000000000e+00,3.360414133265307173e+05
2.000000000000000000e+00,3.044950114901879570e+05
5.000000000000000000e+00,7.542272210421396885e+05
1.000000000000000000e+00,1.606325875535898667e+05
5.000000000000000000e+00,6.935906223464233335e+05
4.000000000000000000e+00,6.289917600591725204e+05
4.000000000000000000e+00,5.846716659813910956e+05
4.000000000000000000e+00,6.363119589940991718e+05
4.000000000000000000e+00,5.954629210352330701e+05
4.000000000000000000e+00,5.887643532272859011e+05
3.000000000000000000e+00,4.112635166059145122e+05
2.000000000000000000e+00,2.770347190257798648e+05
3.000000000000000000e+01,8.500000000000000000e+07
